Date,Name,Year,Letterboxd URI,Rating,Rewatch,Review,Tags,Watched Date
2022-12-21,Bad Dreams,1988,https://boxd.it/3yKCEF,2.5,,"I found this a bit boring, it's like a mystery movie with a very unreliable narrator. The subject matter is interesting enough and I was concerned for the people involved until towards the end I thought it was a little (pardon the expression) nuts. Just unbelievable.

Anyways, it didn't punch me in the mouth so I'm deleting it. At least it wasn't like girl, interrupted. ",,2022-12-21
2022-12-23,A Christmas Story,1983,https://boxd.it/3zh4z3,5,,"This movie hits a lot of feels, I love it.",,2022-12-22
2022-12-25,The Grinch,2018,https://boxd.it/3zJCAZ,3,,"It's how the Grinch stole Christmas, it's not going to be some kind of epic poem. I enjoyed the side story of the girl who wants to ask Santa for something and goes to increasingly desperate measures to ensure the message is relayed. It is less offensive to my eyeballs than the Jim Carrey version so there's that.",,2022-12-24
2022-12-25,Barbarian Queen,1985,https://boxd.it/3zRVGt,2.5,,"At first I thought this was going to be a D&D version of I spit on your grave or something, but when they failed to refrigerator the hunky fiance I lost hope. It did end up feeling like it was written by that guy in your 8th grade D&D circle that was trying to pick up tavern wenches while the rest of us were trying to play the fricking game. I give it some points for the titular queen using some kind of kegel death grip to kill her assaulter, that was really out of nowhere. I guess she rolled a 20 on her saving throw.

There is a ton of men torturing women and raping going on, and it was close to being this crazy revenge flick but about midway through it got less woman on a mission to kill her assaulters and more about some kind of rando medieval times political adventure. The movie should of offed the boyfriend and then the queen just murders folks that were involved. That would have been a way better movie.",,2022-12-24
2022-12-25,Basic,2003,https://boxd.it/3zTSSl,1.5,,"John Travolta is too smug for me to enjoy in a movie. Double, triple twist ending ahead and by the end of it I could not give less of a crap.

DELETED",,2022-12-24
2022-12-25,The Contractor,2022,https://boxd.it/3zU1X5,3,,I was on a plane so I am giving this maybe more credit than it deserves. I really appreciated the dude figuring out what exactly he's gotten involved in but the last act made it slip from something pretty good to something just ok.,,2022-10-09
2022-12-26,Hatchet,2006,https://boxd.it/3AcfHh,2.5,,I was expecting this to be a whole lot worse. It's really really gory for the silly mood that is set in the opening act. Lots of boobs (it is set in New Orleans Mardi Gras) and then lots of killing.,,2022-12-25
2022-12-26,Hatchet II,2010,https://boxd.it/3AcpdB,1.5,,"This wasn't as slick as the first one, which is understandable as the survivor from the first one immediately goes back for more. It's a dumb premise and everyone has really dubious motives. The jokes aren't as good in this one either.",,2022-12-25
2022-12-26,Haunted Honeymoon,1986,https://boxd.it/3AcDHv,1.5,,"This is a weird movie that isn't very funny to me. 

You want a movie about eccentric rich people in a big house watch Ready or Not.",,2022-12-25
2022-12-26,Hatchet III,2013,https://boxd.it/3Af4CL,1.5,,"I was reminded of the AHS where there was a haunted mansion where people were straight up murdered by ghosts repeatedly on camera. By this point in the series, things have escalated quite a lot. It's just a gore fest, none of the comedy is left, it's just murder porn.",,2022-12-25
2022-12-26,The Haunting of Morella,1990,https://boxd.it/3AhR0b,1.5,,"I had no idea Poe was so horny. This does have a bit of a melancholy set up where a lady gets caught sacrificing the staff to the devil so the town murders her (and blinds her, which seems to be just some gratuitous oddity it doesn't come up again)

Fast forward 17 years and the widowed husband is blind and all sad sitting around and everyone in the house is up to more witchcraft and bathing with their girlfriends.  There is a plot to bring back the witch from the dead and/or put her spirit into the daughter. Or something. And boobs.",,2022-12-25
2022-12-26,Hitcher in the Dark,1989,https://boxd.it/3AjEDN,1.5,,This is a strange movie. A dude driven to psychotic rage because his mom left him with his rich dad. If it wasn't for a fair amount of nudity in the middle of the film I would I have thought of this as Hallmark does Silence of the Lambs.,,2022-12-25
2022-12-26,House,1985,https://boxd.it/3AkwSH,1.5,,"There are some cool effects in here, but it's not a great movie. ",,2022-12-26
2022-12-27,House on Haunted Hill,1999,https://boxd.it/3AtNzb,2.5,,This feels like a shittier version of Event Horizon. I really enjoyed the Prices' witty banter but the rest of the movie falls quite a bit flat for me.,,2022-12-26
2022-12-27,Human Experiments,1979,https://boxd.it/3Aw1u9,0.5,,This isn't fun or interesting. It's just sad and lame. Women's prison exploitation movie without much exploitation. Banality of evil I guess.,,2022-12-26
2022-12-27,I Still Know What You Did Last Summer,1998,https://boxd.it/3ADqWr,1.5,,"I know studios like money, but this is a shit movie. It is terrible top to bottom. Y'all should be ashamed of yourselves, cause I know you aren't poor.",,2022-12-26
2022-12-27,Immortal Sins,1991,https://boxd.it/3AGdLV,1.5,,Couldn't really finish it. It had some decent atmosphere but it was pretty slow burning and I've seen this kind of thing before so I checked out.,,2022-12-26
2022-12-27,Impact,1949,https://boxd.it/3AHjcp,2,,"that dude needed to get his wife charged with conspiracy to commit murder immediately. This was like doc holllywood, but instead of a broke down car it's attempted murder.",,2022-12-26
2022-12-28,Invaders from Mars,1986,https://boxd.it/3AQ5m9,1,,"I would like to think even my tween self would recognize this as derivative junk. I feel bad saying this too, someone had to make massive puppets and practical effects for some of this stuff.

Invasion of the martian body snatchers, but a kid brings in the marines to fight back.  DELETED",,2022-12-27
2022-12-28,Invisible Agent,1942,https://boxd.it/3AQQdN,1.5,,"This is propaganda for a war that has very few living combatants left. I don't think I need to watch past the first few minutes to know what's up.

The effects are notable, but the script and acting and such doesn't seem very interesting to me. Some casual racism thrown in because it was the 40s.

Stick with the original or better yet, the 2020 invisible man is good.",,2022-12-27
2022-12-28,The Night Stalker,1972,https://boxd.it/3AUkJP,2.5,,"The main character has a fair amount of sleazy charm and it carried the film to an average rating. It's a pretty silly take on what would happen if a vampire descended onto 70s Vegas and started preying on showgirls.  It's pretty short and moves along pretty quickly so it gets to 'meh' in my opinion.  I probably wouldn't change the channel if it came on TV, but who watches TV anymore?

and in case you weren't aware, ACAB.",,2022-12-27
2022-12-28,Night of the Demons,1988,https://boxd.it/3B2dIr,2.5,,"This is a bit of a twist on the haunted house with a curse with and infectious angle that reminds me a little of zombies. The characters are pretty 80s and an odd mix too.

All in all, I'm going to forget this one really quickly. Things that might stand out is the lady running around the haunted house in an Alice in Wonderland costume was a nice touch and the girl basically grabbing her ankles and holding that position for 2 minutes in a short skirt to distract the clerk while her friend picks the joint clean.",,2022-12-27
